Suriname	hasOfficialLanguage	Dutch_language
Celâl_Bayar	hasWonPrize	Medal_of_Independence_(Turkey)
Germán_Pinillos	isAffiliatedTo	Manager_(association_football)
Robert_Burbano	isAffiliatedTo	Club_Deportivo_El_Nacional
Poseidon_(film)	isLocatedIn	United_States
Juan_Pablo_Montes	hasGender	male
Lasse_Sørensen	isAffiliatedTo	Hellerup_IK
Yordan_Petkov	playsFor	PFC_Slavia_Sofia
Mihai_Guriță	isAffiliatedTo	FC_Farul_Constanța
Romulus_Miclea	wasBornIn	Târgu_Mureș
Serhiy_Mizin	isAffiliatedTo	F.C._Dynamo_Kyiv
Cristian_Bertani	playsFor	Carrarese_Calcio
Juan_Guillermo_Cuadrado	isAffiliatedTo	A.C.F._Fiorentina
Michalis_Klokidis	playsFor	PAE_Kerkyra
Bernardo_Sainz	playsFor	Toros_Neza
Goran_Karanović	isAffiliatedTo	Servette_FC
Ratko_Varda	isAffiliatedTo	Beşiktaş_men's_basketball_team
Edmond,_Oklahoma	isLocatedIn	Oklahoma
Julie_Kavner	actedIn	Click_(2006_film)
Missolonghi	isLocatedIn	Greece
Champigny-sur-Marne	isLocatedIn	France
Francisco_Diego_Maciel	playsFor	Club_Almagro
Andy_Martin_(footballer)	playsFor	Whyteleafe_F.C.
Jacek_Grembocki	isAffiliatedTo	Górnik_Zabrze
John_Abbott	hasGender	male
Yann_Kermorgant	playsFor	Leicester_City_F.C.
Michael_Spillane_(footballer)	playsFor	Cambridge_United_F.C.
Tet_Offensive	isLocatedIn	South_Vietnam
Otto_Glória	isAffiliatedTo	Botafogo_F.R.
Gordon_Gunson	isAffiliatedTo	Swindon_Town_F.C.
Erik_Hagen	hasGender	male
Michel_Dussuyer	hasGender	male
Argentine_Army	participatedIn	Platine_War
Brian_Borrows	playsFor	Swindon_Town_F.C.
George_Hannah_(footballer_born_1928)	playsFor	Notts_County_F.C.
Ian_Lockhart	isAffiliatedTo	Besançon_BCD
Kati_Outinen	hasGender	female
Ivica_Grlić	hasGender	male
Bodø_Airport	isLocatedIn	Bodø
Bert_Kalmar	created	Top_Speed
Dennis_Virkler	edited	Into_the_Blue_(2005_film)
Edvin_Murati	isAffiliatedTo	Panserraikos_F.C.
Eusébio	isAffiliatedTo	Toronto_Blizzard_(1971–84)
David_Bayliss	playsFor	Rochdale_A.F.C.
Epictetus	hasGender	male
Gergő_Jeremiás	isAffiliatedTo	Rákospalotai_EAC
Žarko_Paspalj	isAffiliatedTo	KK_Budućnost_Podgorica
Christophe_Grondin	isAffiliatedTo	Toulouse_FC
Bruce_Robinson	created	Jennifer_8
Monty_Python	hasGender	male
Mickey_Daniels	actedIn	The_Big_Show_(1923_film)
David_Brenner_(editor)	edited	Independence_Day_(1996_film)
Felix_Klaus	isAffiliatedTo	de/Deutsche_Fußballnationalmannschaft_(U-17-Junioren)
Marion,_Ohio	isLocatedIn	Marion_County,_Ohio
Sun_Jihai	isAffiliatedTo	Chengdu_Blades_F.C.
Ben_Gordon_(footballer_born_1991)	playsFor	Peterborough_United_F.C.
Svetislav_Pešić	isAffiliatedTo	KK_Bosna
Janício_Martins	isAffiliatedTo	S.C.U._Torreense
Darren_Rumble_(ice_hockey)	isAffiliatedTo	Philadelphia_Flyers
Aleksandr_Stavpets	playsFor	FC_Moscow
John_McCann_(footballer)	playsFor	Barnsley_F.C.
Paulinho_Kobayashi	playsFor	Associação_Desportiva_São_Caetano
Detroit_Pistons	isLocatedIn	Auburn_Hills,_Michigan
İskender_Alın	wasBornIn	Istanbul
Stockholm_urban_area	isLocatedIn	Nacka_Municipality
Presbyterian_College	isLocatedIn	United_States
Carlos_Bilardo	isAffiliatedTo	Argentina_national_under-20_football_team
Terry_Pathmanathan	hasGender	male
Aleksandr_Sergeyevich_Semyonov	playsFor	FC_Neman_Grodno
Roberto_Carlos_(footballer)	isAffiliatedTo	Sociedade_Esportiva_Palmeiras
Bojan_Markovski	playsFor	Apollon_Limassol
Toni_Doblas	isAffiliatedTo	Real_Betis_Balompié
Oscar_Pezzano	playsFor	Club_Atlético_Banfield
Matthew_Bloomer	playsFor	Boston_United_F.C.
Austin_Washington	playsFor	Cleveland_City_Stars
Florin_Matache	wasBornIn	Bucharest
Tremblay-en-France	isLocatedIn	France
Norwich_University	isLocatedIn	Vermont
John_Gilkerson	playsFor	Carolina_RailHawks
Dênis_Oliveira_de_Souza	playsFor	Sport_Club_Corinthians_Paulista
Daniel_Akhtyamov	playsFor	Inter_Baku_PIK
Tjörn_Municipality	isLocatedIn	Västra_Götaland_County
Edin_Pehlić	playsFor	FBK_Kaunas
Verónica_Boquete	playsFor	CD_Transportes_Alcaine
Otto_Harder	isAffiliatedTo	Eintracht_Braunschweig
Gmina_Strzeleczki	isLocatedIn	Krapkowice_County
Josip_Kuže	hasGender	male
James_Tomkins_(footballer)	playsFor	West_Ham_United_F.C.
Gerd_Dais	wasBornIn	Heidelberg
Laurențiu_Diniță	playsFor	FC_Sportul_Studențesc_București
Richard_Arlen	graduatedFrom	University_of_Pennsylvania
Frederico_Tavares	wasBornIn	Estarreja_Municipality
Francisco_Javier_Torres	isAffiliatedTo	Chiapas_F.C.
University_of_Richmond	isLocatedIn	Virginia
Ramon_de_Morais_Motta	isAffiliatedTo	Sport_Club_Corinthians_Paulista
The_Contract_(2006_film)	isLocatedIn	United_States
José_Manuel_Barbosa_Alves	playsFor	F.C._Penafiel
Jatin–Lalit	created	Jab_Pyaar_Kisise_Hota_Hai
Mike_Ferguson_(footballer)	isAffiliatedTo	Accrington_Stanley_F.C._(1891)
Lalo_Schifrin	created	Kelly's_Heroes
Yerevan	isLocatedIn	Asia
Janusz_Gancarczyk	isAffiliatedTo	Zagłębie_Lubin
Radisav_Ćurčić	hasGender	male
György_Korsós	playsFor	Győri_ETO_FC
Nick_Crittenden	isAffiliatedTo	Plymouth_Argyle_F.C.
Hiram_Bingham_III	graduatedFrom	University_of_California,_Berkeley
Joseph_Rotblat	graduatedFrom	University_of_Warsaw
Gerd_Faltings	hasWonPrize	King_Faisal_International_Prize
Mirte_Roelvink	wasBornIn	Zutphen
Mick_Fairclough	isAffiliatedTo	Sligo_Rovers_F.C.
Alan_Morgan_(footballer_born_1973)	playsFor	Tranmere_Rovers_F.C.
Guy_Madison	isMarriedTo	Gail_Russell
Rancagua	isLocatedIn	Cachapoal_Province
Ishref_Magomedov	playsFor	FC_Nistru_Otaci
Philippe_Gondet	playsFor	France_national_football_team
Laurence_Rosenthal	hasWonPrize	Emmy_Award
Danny_Lennon	playsFor	Ayr_United_F.C.
Patrick_Ollier	isMarriedTo	Michèle_Alliot-Marie
Viktor_Alonen	isAffiliatedTo	FC_Flora_Tallinn
Fernando_Gastón_Córdoba	isAffiliatedTo	Estudiantes_de_La_Plata
Jennifer_Jones	actedIn	Terminal_Station_(film)
Bonaire	hasCapital	Kralendijk
Giuseppe_Taglialatela	playsFor	S.S.C._Napoli
Robert_E._Sherwood	wasBornIn	New_Rochelle,_New_York
Agenor_Romuald_Gołuchowski	playsFor	Torku_Konyaspor
Toby_Kimball	isAffiliatedTo	Boston_Celtics
Yoshiko_Ōtaka	hasMusicalRole	wordnet_singing_100545501
Skye_Sweetnam	hasMusicalRole	wordnet_guitar_103467517
Gil_Reece	wasBornIn	Cardiff
Cochin_Haneefa	actedIn	Modhi_Vilayadu
If_You_Meet_Sartana_Pray_for_Your_Death	isLocatedIn	Germany
Luis_Vallenilla	isAffiliatedTo	Deportivo_Cuenca
Graham_Lancashire	wasBornIn	Blackpool
Ruskin,_Florida	isLocatedIn	Hillsborough_County,_Florida
John_Christopher	diedIn	Bath,_Somerset
Romulus_Gabor	playsFor	Romania_national_football_team
Olt_River	isLocatedIn	Olt_County
Jerusalem	isLocatedIn	Jerusalem_Governorate
Juan_Pablo_Úbeda	hasGender	male
Marianna,_Florida	isLocatedIn	Florida
Sam_George_(soccer)	playsFor	Los_Angeles_Heat
Marco_Vanzini	playsFor	Club_Nacional_de_Football
Frank_Ruíz	playsFor	Deportivo_Municipal
Quints	isLocatedIn	United_States
Rachel_Weisz	actedIn	The_Mummy_Returns
Eniola_Aluko	isAffiliatedTo	England_women's_national_football_team
Mehdi_Kerrouche	playsFor	Oxford_United_F.C.
Moe_Howard	actedIn	Income_Tax_Sappy
Canandaigua_(city),_New_York	isLocatedIn	Ontario_County,_New_York
Luiz_Henrique_Koprowski	hasGender	male
Mostaganem	isLocatedIn	Algeria
Monte_Collins	created	Three_Little_Twirps
Djamel_Menad	playsFor	Algeria_national_football_team
Constantinos_Georgiades	isAffiliatedTo	Cyprus_national_football_team
Webster_Groves,_Missouri	isLocatedIn	St._Louis_County,_Missouri
Zdzisław_Kostrzewa	wasBornIn	Wrocław
Landshut_(district)	isLocatedIn	Lower_Bavaria
Peter_Omoduemuke	isAffiliatedTo	CS_Minerul_Lupeni
Famke_Janssen	actedIn	Eulogy_(film)
Amer_Jukan	isAffiliatedTo	HNK_Cibalia
Larry_Micheaux	isAffiliatedTo	CB_Peñas_Huesca
Jens_Nowotny	playsFor	Bayer_04_Leverkusen
Sascha_Pichler	wasBornIn	Vienna
Pierre_Laval	hasGender	male
Henrico_Drost	playsFor	RKC_Waalwijk
Claire_Bloom	actedIn	Daylight_(film)
Gleison_Santos	hasGender	male
Jeff_Barmby	playsFor	Goole_A.F.C.
Jeff_Johnson_(footballer)	playsFor	Crystal_Palace_F.C.
Jim_Fryatt	playsFor	Blackburn_Rovers_F.C.
François-René_de_Chateaubriand	influences	Alexandre_Herculano
Vyacheslav_Semyonov	isAffiliatedTo	F.C._Dynamo_Kyiv
Dražen_Biškup	playsFor	NK_Zagreb
Morgan_County,_Tennessee	isLocatedIn	Tennessee
Tom_Conway	wasBornIn	Saint_Petersburg
Mathias_Florén	isAffiliatedTo	IF_Elfsborg
Dražen_Brnčić	playsFor	HNK_Segesta
Hillsboro,_Texas	isLocatedIn	United_States
Dwayne_Hay	isAffiliatedTo	Beast_of_New_Haven
Joe_Cooke	isAffiliatedTo	Exeter_City_F.C.
Kevin_Volland	isAffiliatedTo	de/Deutsche_Fußballnationalmannschaft_(U-19-Junioren)
Halls_of_Montezuma_(film)	isLocatedIn	United_States
Luxembourg	participatedIn	Battle_of_the_Imjin_River
Vladimir_Lenin	wasBornIn	Ulyanovsk
Pontus	isLocatedIn	Anatolia
Armand_Ossey	wasBornIn	Libreville
Jason_Batty	playsFor	Glenfield_Rovers
Kareena_Kapoor_Khan	actedIn	Aśoka_(2001_film)
Cesária_Évora_Airport	isConnectedTo	Lisbon_Portela_Airport
Peter_Till	isLeaderOf	Ruapehu_District
Louise_Brooks	actedIn	Diary_of_a_Lost_Girl
Evangelos_Koronios	wasBornIn	Athens
Juan_Pablo_Garat	wasBornIn	Buenos_Aires
Bernard_Harrison	isAffiliatedTo	Andover_F.C.
Bobby_Mayes	playsFor	Sudbury_Town_F.C.
Todd_Elik	isAffiliatedTo	St._Louis_Blues
Jean-Louis_Akpa_Akpro	playsFor	Grimsby_Town_F.C.
Miami_Springs,_Florida	isLocatedIn	United_States
Arturo_Michelena_International_Airport	isConnectedTo	Tocumen_International_Airport
Alf_Farman	isAffiliatedTo	Manchester_United_F.C.
Jack_Nicholson	actedIn	Broadcast_News_(film)
Rafał_Murawski	isAffiliatedTo	Lech_Poznań
António_Mendonça	playsFor	Santos_Futebol_Clube_de_Angola
Mike_Brown_(forward)	isAffiliatedTo	Edmonton_Oilers
Justin_Moose	playsFor	Seinäjoen_Jalkapallokerho
Metin_Türel	isAffiliatedTo	Türk_Telekom_GSK
Samed_Abdul_Awudu	playsFor	FC_Senec
Álex_García_(footballer_born_1984)	playsFor	CF_Badalona
Joe_Jacobson	isAffiliatedTo	Cardiff_City_F.C.
Pascal_Heije	wasBornIn	Amsterdam
Archie_Robertson_(footballer)	isAffiliatedTo	Greenock_Morton_F.C.
Bill_Buxton	worksAt	PARC_(company)
Bloc_Québécois	isLocatedIn	Quebec
Ukrainian_Soviet_Socialist_Republic	hasOfficialLanguage	Ukrainian_language
Jean_Chrétien	hasChild	Joe_Clark
Judd_Nelson	actedIn	Netherbeast_Incorporated
Igor_de_Camargo	isAffiliatedTo	Borussia_Mönchengladbach
Rudi_Gores	playsFor	Fortuna_Düsseldorf
Rubén_Garabaya	playsFor	CB_Ademar_León
Anita_Kulcsár	playsFor	Győri_Audi_ETO_KC
Gloria_Stuart	graduatedFrom	University_of_California,_Berkeley
Lars_Unger	isAffiliatedTo	Werder_Bremen
Dejan_Djuranovič	playsFor	ND_Gorica
Michael_Hedges	hasMusicalRole	wordnet_percussion_100545059
Anton_Chekhov	wasBornIn	Taganrog
Gordon_Smith_(footballer_born_September_1954)	wasBornIn	Kilwinning
Menton	isLocatedIn	Provence-Alpes-Côte_d'Azur
Stanislav_Bachev	playsFor	PFC_Litex_Lovech
Meyaneh_County	isLocatedIn	Iran
Martín_Demichelis	hasGender	male
Mickaël_Facchinetti	isAffiliatedTo	A.C._ChievoVerona
Minabo_Asechemie	hasGender	male
Valerio_Di_Cesare	isAffiliatedTo	Chelsea_F.C.
Klaus_Berggreen	isAffiliatedTo	Torino_F.C._1906
Sergio_Padt	playsFor	Jong_Ajax
Dean_Sturridge	playsFor	Wolverhampton_Wanderers_F.C.
Luis_La_Fuente	playsFor	Peru_national_football_team
Seo_Dong-hyeon	playsFor	South_Korea_national_football_team
Augusta_of_Saxe-Weimar-Eisenach	diedIn	Berlin
Darren_Gribben	hasGender	male
Engin_Verel	isAffiliatedTo	Galatasaray_S.K._(football)
Podolsk	isLocatedIn	Central_economic_region
Vladimirs_Kamešs	playsFor	FB_Gulbene
West_Hills,_Los_Angeles	isLocatedIn	Los_Angeles_County,_California
Kevin_Lefranc	playsFor	ASIL_Lysi
Gmina_Szydłowo,_Greater_Poland_Voivodeship	isLocatedIn	Piła_County
Vaali_(poet)	hasWonPrize	Padma_Shri
Guðjón_Þórðarson	hasGender	male
Ron_Davies_(footballer_born_1932)	isAffiliatedTo	Southampton_F.C.
Alan_Sunderland	isAffiliatedTo	England_national_under-21_football_team
Jacques_Grimonpon	playsFor	Le_Havre_AC
Agustín_Julio	playsFor	Unión_Magdalena
Crater_Lake_National_Park	isLocatedIn	Jackson_County,_Oregon
Jordy_Clasie	isAffiliatedTo	Feyenoord
New_Castle,_Indiana	isLocatedIn	Henry_County,_Indiana
Yuri_Rodzin	playsFor	FC_Spartak_Yoshkar-Ola
Glen_Cove,_New_York	isLocatedIn	United_States
Forrest_Tucker	actedIn	The_Abominable_Snowman_(film)
Seimone_Augustus	hasWonPrize	All-WNBA_Team
David_Gregory_(footballer_born_1970)	playsFor	Canvey_Island_F.C.
William_I,_German_Emperor	playsFor	Heart_of_Midlothian_F.C.
Valdas_Adamkus	hasWonPrize	Order_of_Leopold_(Belgium)
John_O'Neill_(Northern_Ireland_footballer)	playsFor	Queens_Park_Rangers_F.C.
José_Rivera_(playwright)	hasWonPrize	Obie_Award
Tom_Barrasso	hasGender	male
Angelo_Ogbonna	isAffiliatedTo	Italy_national_football_team
Abeid_Amani_Karume_International_Airport	isConnectedTo	Lake_Manyara_Airport
Sambou_Yatabaré	hasGender	male
Márcio_Rodrigues_Araújo	isAffiliatedTo	Sociedade_Esportiva_Palmeiras
Curtis_Allen	isAffiliatedTo	Lisburn_Distillery_F.C.
Rocco_Forte_Hotels	isLocatedIn	England
Daniel_Alcántar	isAffiliatedTo	San_Luis_F.C.
Shanghai_Hongqiao_International_Airport	isConnectedTo	Xilinhot_Airport
Bruno_Barbosa_da_Encarnação	isAffiliatedTo	Atlético_Clube_Goianiense
Bistrița	isLocatedIn	Romania
Seann_William_Scott	actedIn	Mr._Woodcock
Robinho	isAffiliatedTo	Real_Madrid_C.F.
Leonardo_Araújo	isAffiliatedTo	Kashima_Antlers
Jalna_district	isLocatedIn	India
Ludovic_Leroy	playsFor	SO_Romorantin
Jean_Wendling	playsFor	Stade_de_Reims
Juan_Carlos_Oblitas	isAffiliatedTo	Tiburones_Rojos_de_Veracruz
Tolland_County,_Connecticut	isLocatedIn	Tolland,_Connecticut
Lučani	isLocatedIn	Serbia
Alexander_Herzen	influences	Mao_Zedong
Sarah_Wagenfuhr	isAffiliatedTo	Saint_Louis_Athletica
Saulo_Rodrigues_dos_Santos	playsFor	Associação_Académica_de_Coimbra_–_O.A.F.
Khalil_Azmi	playsFor	Wydad_Casablanca
Austin_Berry_(footballer)	playsFor	L.D._Alajuelense
Sergei_Petrov	playsFor	FC_Zenit_Saint_Petersburg
Karl_Marx	influences	David_Harvey
Carlos_Zavala	playsFor	East_Los_Angeles_Cobras
Dean_Martin	influences	Stephen_Colbert
Ali_Güzeldal	isAffiliatedTo	Akçaabat_Sebatspor
Andrew_Henderson_(rugby_union)	isAffiliatedTo	Newcastle_Falcons
John_Allen_(basketball)	isAffiliatedTo	Liga_Nacional_de_Baloncesto
Sharon_Stone	actedIn	If_These_Walls_Could_Talk_2
Tomáš_Galásek	hasGender	male
Nazr_Mohammed	isAffiliatedTo	Chicago_Bulls
Bhaktisiddhanta_Sarasvati	playsFor	Pegah_F.C.
Takafumi_Ogura	playsFor	Japan_national_football_team
Sackie_Doe	isAffiliatedTo	Liberia_Petroleum_Refining_Company_Oilers
Jonathan_Fortune	isAffiliatedTo	Charlton_Athletic_F.C.
Walt_Disney	diedIn	Burbank,_California
Hugo_Broos	isAffiliatedTo	Belgium_national_football_team
Cédric_Barbosa	isAffiliatedTo	FC_Metz
Eurosport	isLocatedIn	Thailand
Zirndorf	isLocatedIn	Fürth_(district)
Nassim_Ben_Khalifa	isAffiliatedTo	Switzerland_national_under-17_football_team
David_Thewlis	actedIn	Dragonheart
Bandaranaike_International_Airport	isConnectedTo	Tiruchirappalli_International_Airport
Mehrdad_Pooladi	hasGender	male
Jeff_Fahey	actedIn	Machete_(film)
Sergio_Fernández_Álvarez	playsFor	Cultural_y_Deportiva_Leonesa
Ralph_Biggs	isAffiliatedTo	BC_Oostende
Dragan_Stančić	playsFor	Guizhou_Zhicheng_F.C.
Christian_Möckel	isAffiliatedTo	1._FC_Nürnberg
Andy_Dick	actedIn	MTV_Movie_Awards_Reloaded
Boro_Primorac	isAffiliatedTo	H.N.K._Hajduk_Split
Virginia_Beach	isLocatedIn	Virginia
Daniel_Jeandupeux	isAffiliatedTo	Switzerland_national_football_team
Ernst_Baumeister	playsFor	LASK_Linz
Bannered_routes_of_U.S._Route_66	isLocatedIn	Lincoln,_Illinois
Jiří_Rosický_(footballer_born_1977)	playsFor	SC_Bregenz
Stipe_Matić	playsFor	FC_Naters
Martin_Bergvold	isAffiliatedTo	Kjøbenhavns_Boldklub
Lloyd_Banks	created	Touch_It
Leroy_Shield	wroteMusicFor	The_Music_Box
Eddie_Griffin	actedIn	Beethoven's_Big_Break
Haris_Vučkić	isAffiliatedTo	Cardiff_City_F.C.
Emílson_Cribari	isAffiliatedTo	Cruzeiro_E.C.
Chester_Gould	created	Dick_Tracy_vs._Crime,_Inc.
Misrata_Airport	isConnectedTo	Queen_Alia_International_Airport
Stirling_Silliphant	hasWonPrize	Golden_Globe_Award
Massimo_Mutarelli	isAffiliatedTo	U.S._Città_di_Palermo
Ali_Riley	isAffiliatedTo	Western_New_York_Flash
Pablo_Sánchez	playsFor	Deportivo_Alavés
Mário_Soares	graduatedFrom	Pantheon-Sorbonne_University
Graham_Yost	created	Broken_Arrow_(1996_film)
Dennis_Grote	isAffiliatedTo	SC_Preußen_Münster
Henning_Jensen	isAffiliatedTo	Aarhus_Gymnastikforening
Hermosa_Beach,_California	isLocatedIn	California
Vitaliy_Khmelnytskyi	playsFor	Accrington_Stanley_F.C.
Erkan_Özbey	playsFor	Gençlerbirliği_S.K.
Todsaporn_Sri-reung	isAffiliatedTo	Singhtarua_F.C.
Robert_Buigues	isAffiliatedTo	Olympique_de_Marseille
Jackie_Earle_Haley	actedIn	Watchmen_(film)
Isle_of_Mull	isLocatedIn	PA_postcode_area
Nagasaki_(prefecture)	isLocatedIn	Kyushu
Carmine_Coppola	created	Apocalypse_Now_Redux
Emanuele_Terranova	playsFor	U.S._Sassuolo_Calcio
Mauro_Marani	isAffiliatedTo	S.P._La_Fiorita
Dmytro_Nepohodov	playsFor	Ukraine_national_under-18_football_team
Daði_Lárusson	isAffiliatedTo	Jacksonville_Cyclones
Nirut_Surasiang	isAffiliatedTo	Army_United_F.C.
Georges_Lemaître	hasGender	male
Stanislaw_Drahun	playsFor	FC_Dinamo_Minsk
Jimmy_Ashcroft	playsFor	Gravesend_United_F.C.
James_Woods	actedIn	The_Boost
Bill_Barraclough	playsFor	Peterborough_United_F.C.
Daniel_Xuereb	isAffiliatedTo	France_national_football_team
Kristian_Kojola	playsFor	IFK_Mariehamn
James_Chadwick	hasWonPrize	Nobel_Prize_in_Physics
Damion_Stewart	playsFor	Bradford_City_A.F.C.
Walter_Heitler	graduatedFrom	Ludwig_Maximilian_University_of_Munich
Anthony_LaPaglia	actedIn	Company_Man_(film)
Konstantin_Päts	isPoliticianOf	Estonia
Júlio_César_Rodrigues_de_Souza	isAffiliatedTo	Busan_IPark
Georgios_Tofas	isAffiliatedTo	A.E.K._Athens_F.C.
Šempeter_pri_Gorici	isLocatedIn	Slovenia
Disney_Channel_(Latin_America)	isLocatedIn	Honduras
Apogee_Software	isLocatedIn	Garland,_Texas
Regina_Hall	actedIn	Scary_Movie_4
Gmina_Ludwin	isLocatedIn	Łęczna_County
Connecticut_Huskies	isLocatedIn	Storrs,_Connecticut
Stjepan_Deverić	isAffiliatedTo	N.K._Dinamo_Zagreb
Claudio_Enría	isAffiliatedTo	Sevilla_FC
Percival_Piggott	isAffiliatedTo	Tauro_F.C.
Bhakkar_District	isLocatedIn	Punjab,_Pakistan
Auburn,_Washington	isLocatedIn	Washington_(state)
Remo_Buess	isAffiliatedTo	FC_Basel
Gmina_Szelków	isLocatedIn	Masovian_Voivodeship
Surfers_Paradise,_Queensland	isLocatedIn	Brisbane
Peter_Creamer	isAffiliatedTo	Dallas_Tornado
Seiji_Kaneko	playsFor	Japan_national_under-20_football_team
Diane_Varsi	diedIn	Los_Angeles
Jim_St._Andre	playsFor	Milwaukee_Wave
Ljupko_Petrović	isAffiliatedTo	Kansas_City_Comets
James_Ivory_(director)	directed	The_Bostonians_(film)
Rochford_District	isLocatedIn	East_of_England
Silviu_Ilie	playsFor	FCM_Dunărea_Galați
Rob_Rensenbrink	isAffiliatedTo	A.F.C._Door_Wilskracht_Sterk
I'm_Not_There	isLocatedIn	United_States
Jean_Reno	actedIn	Les_Visiteurs
Vittorio_Gassman	actedIn	L'armata_Brancaleone
Gareth_Hall	isAffiliatedTo	Havant_&_Waterlooville_F.C.
Tony_Bobbitt	isAffiliatedTo	Los_Angeles_Lakers
Empedocles	influences	Francis_Bacon
Niall_Henderson	playsFor	Dungannon_Swifts_F.C.
Agyemang_Opoku	isAffiliatedTo	Al_Ahli_SC_(Doha)
Charles_Taylor_(Liberian_politician)	playsFor	FK_Senica
Pintado_(footballer)	playsFor	América_Futebol_Clube_(MG)
Mattia_De_Sciglio	wasBornIn	Milan
Silvestre_Igoa	playsFor	Real_Sociedad
Roscoe_B._Woodruff	hasWonPrize	Distinguished_Service_Medal
Suvad_Katana	isAffiliatedTo	FK_Željezničar_Sarajevo
Sol_Shor	created	Dick_Tracy_Returns
Elvis_Thomas	hasGender	male
Jorge_Ladines	isAffiliatedTo	Ecuador_national_football_team
Robert_Langlands	graduatedFrom	Yale_University
Adrian_Noble	playsFor	Recreativo_de_Huelva
Schwyz	isLocatedIn	Schwyz_District
Krešimir_Lončar	isAffiliatedTo	Treviso_Basket
Divya_Dutta	wasBornIn	Ludhiana
Tetsuya_Ito	playsFor	F.C._Tokyo
Toyah_Willcox	wroteMusicFor	Jubilee_(1978_film)
Wayne_Rooney	isAffiliatedTo	England_national_football_team
Bobby_Connor	hasGender	male
Corn_Belt	isLocatedIn	Minnesota
Danny_Seaborne	isAffiliatedTo	Tiverton_Town_F.C.
Waldir_Lucas_Pereira	playsFor	América_Futebol_Clube_(SP)
Pop_Robson	isAffiliatedTo	West_Ham_United_F.C.
James_Gregory_(mathematician)	influences	David_Gregory_(mathematician)
Rik_Mayall	influences	Noel_Fielding
Zdeněk_Koukal	playsFor	FK_Baník_Sokolov
Wisdom_Mumba_Chansa	isAffiliatedTo	Dynamos_F.C._(South_Africa)
Ted_Post	directed	Hang_'Em_High
Wyndham_Gittens	created	Flash_Gordon's_Trip_to_Mars
Orvin_Cabrera	playsFor	Honduras_national_under-20_football_team
Henri_Saivet	playsFor	France_national_under-18_football_team
Draško_Božović	playsFor	Hapoel_Be'er_Sheva_F.C.
Jeon_Kwang-jin	playsFor	Seongnam_FC
Alim_Khabilov	playsFor	FC_Dynamo_Kostroma
Posavina	isLocatedIn	Croatia
Luigi_Piangerelli	isAffiliatedTo	Unione_Triestina_2012_S.S.D.
Kirsty_Yallop	playsFor	New_Zealand_women's_national_under-20_football_team
Martin_Malvy	hasChild	Louis_Mermaz
Arthur_Schmidt_(film_editor)	edited	Firstborn_(film)
John_of_Lancaster,_1st_Duke_of_Bedford	isPoliticianOf	Jersey
Carl_Dale	playsFor	Bangor_City_F.C.
Caboolture,_Queensland	isLocatedIn	Brisbane_central_business_district
Richard_Evans_Schultes	influences	William_S._Burroughs
Marie-Christine_Arnautu	isMarriedTo	fr/Jean-François_Jalkh
Marcin_Klatt	isAffiliatedTo	Pogoń_Szczecin
Jean-Paul_Boëtius	isAffiliatedTo	Feyenoord
Jordan_Cila	hasGender	male
Maria_Theresa_of_Austria	hasChild	Philip,_Duke_of_Parma
Billy_Thirlaway	playsFor	Tunbridge_Wells_F.C.
Daniel_Berg_Hestad	playsFor	SC_Heerenveen
Tommy_O'Neil	playsFor	Halifax_Town_A.F.C.
Jackson_Township,_Brown_County,_Indiana	isLocatedIn	Brown_County,_Indiana
Lee_Jung-youl	playsFor	South_Korea_national_under-23_football_team
John_Green_(author)	hasWonPrize	Michael_L._Printz_Award
VMware	isLocatedIn	Palo_Alto
Alessandro_Bruno	isAffiliatedTo	Atessa_Val_di_Sangro_S.S.D.
Thomas_Kretschmann	actedIn	King_Kong_(2005_film)
Simon_Cox_(footballer,_born_1987)	hasGender	male
Kostas_Frantzeskos	isAffiliatedTo	Ionikos_F.C.
René_Deck	playsFor	Grasshopper_Club_Zürich
Dušan_Ivković	isAffiliatedTo	AEK_Athens_B.C.
Nawaz_Sharif	hasChild	Benazir_Bhutto
Attila_Kuttor	isAffiliatedTo	MTK_Budapest_FC
Gary_Paul_Nabhan	worksAt	University_of_Arizona
Omar_Gamal	isAffiliatedTo	Al-Ahli_SC_(Tripoli)
İbrahim_Yavuz	isAffiliatedTo	Kayseri_Erciyesspor
Philip_Seymour_Hoffman	actedIn	Punch-Drunk_Love
Kimberly_Williams-Paisley	actedIn	Coldblooded_(film)
Suresh_Krissna	created	Annamalai_(film)
Johnny_Marr	hasMusicalRole	wordnet_piano_103928116
Kevin_McKinlay	isAffiliatedTo	Ross_County_F.C.
Scott_Burrell	isAffiliatedTo	Barako_Bull_Energy_Boosters_(2000–11)
Nenad_Lalatović	playsFor	Serbia_national_football_team
Joe_Hutshing	edited	Broken_Arrow_(1996_film)
Ion_Oblemenco	isAffiliatedTo	Chimia_Râmnicu_Vâlcea
Ray_Ellin	hasGender	male
Mickey_Weir	playsFor	Luton_Town_F.C.
Demetrios_Christodoulou	livesIn	Greece
Wim_Raymaekers	playsFor	Waasland-Beveren
Kevin_Fickentscher	isAffiliatedTo	FC_Sion
Kufstein_District	hasCapital	Kufstein
Dody_Wood	isAffiliatedTo	Albany_River_Rats
Chris_Sulley	playsFor	Dundee_United_F.C.
Batram_Suri	playsFor	Amicale_F.C.
